ocid,titre,organisme,nb_signaux,signaux,montant,url_seao
ocds-ec9k95-1383350,88 Places en ressources intermédiaires (RI),Santé Québec Estrie - Centre hospitalier universitaire de Sherbrooke,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",27469985.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=e3f09c09-06f2-43a4-8fd4-be1b232ba12b
ocds-ec9k95-1147514,"SERVICES PROFESSIONNELS DE MISE EN ŒUVRE D’UNE SOLUTION INTÉGRÉE FINANCE, RESSOURCES HUMAINES ET APPROVISIONNEMENT",Université Concordia,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",24402667.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=f0e8e68c-c455-47e5-b085-791f3a711822
ocds-ec9k95-1678303,L’évolution de la solution « Orchestrateur de rendez-vous » afin de mieux répondre aux besoins des soins de première ligne en santé.,Fonds des ressources informationnelles du secteur de la Santé et des Services sociaux (FRISSSS),3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",21700000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=7725d7b3-0fe6-40d5-b085-54a372ebc096
ocds-ec9k95-1413105,L’acquisition d’une licence logicielle avec un droit d’utilisation perpétuel,Fonds des ressources informationnelles du secteur de la Santé et des Services sociaux (FRISSSS),3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",18561702.94,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=1dbf178b-01d5-47e5-9c04-40200450f1c1
ocds-ec9k95-1331177,Contrat à commandes de logiciels Trend Micro,Centre d'acquisitions gouvernementales,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",14700000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=be28a9f1-33c5-460b-8c6a-6cfa0a0c3086
ocds-ec9k95-1257216,Agrandissement / École Saint-Joseph,Centre de services scolaire de la Pointe-de-l'Île,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",12992000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=0a46cc7c-ce13-444b-aa51-cc29c43c97b5
ocds-ec9k95-1473263,Contrat à exécution sur demande pour des travaux généraux multiples dans divers établissements,Centre de services scolaires de la Capitale,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",12420000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=12492858-c82b-45af-972e-ec9d9527964f
ocds-ec9k95-1252893,"2503-19-0209 / Renforcement et réparation de poutres sur le pont de l'Île aux Tourtes, au-dessus de la rivière des Outaouais (Vaudreuil-Dorion).",Ministère des Transports et de la Mobilité durable (Direction de l'administration des appels d'offres publics),3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",11608080.95,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=39d08b11-0d6f-428e-a1f4-29e4b410305c
ocds-ec9k95-1730902,Services de distribution de gaz naturel,Université McGill,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",10050000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=218616df-0044-4d2d-b626-863722439175
ocds-ec9k95-1714709,Installation tomographe a émission de positrons,Centre intégré de santé et de services sociaux (CISSS) des Laurentides,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",6158975.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=6574dd64-0d30-44af-9a07-3785d15ec26f
ocds-ec9k95-1579996,Mise aux normes de l'école Alternative (Relance),Centre de services scolaire des Sommets,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",5489522.57,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=3bdbdb57-fca5-4fb0-8f91-ee559f279221
ocds-ec9k95-1512316,"Lot 102 - Excavation, remblais, infrastructure et services - Ajout d’espace au secondaire dans le secteur de Drummondville",SQI-Direction Gestion de projets Ouest du Québec,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",5373000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=63d234c1-7b39-46a9-9b77-e89ece288aed
ocds-ec9k95-20034625,Travaux d'urgence suite au bris majeur d'une conduite d'eau de la Ville de Montréal survenu le 16 août 2024 près du siège social de Télé-Québec,Société de télédiffusion du Québec.,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",3997258.62,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=6f576c51-157c-4c48-afb2-cc03c27927c3
ocds-ec9k95-1440330,Travaux de réfection intérieure - Phase 2 et 3 - École Marie-Immaculée,Centre de services scolaire du Fer,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",3777777.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=0ba23498-3577-4fee-8617-07a154a10572
ocds-ec9k95-1411585,19115-P-380 Développement et gestion d'un système de traçabilité des sols contaminés excavés,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",3676200.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=a069fc7f-e884-484f-8eae-9a87d8e56ee1
ocds-ec9k95-1572920,Lot 0601 – Menuiserie et ébénisterie - Ajout d’espace au secondaire dans le secteur de LaSalle,SQI - Gestion de projets,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",2999653.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=9753569d-caea-4b07-b44f-ccdf2eb7b56d
ocds-ec9k95-1641611,Remplacement Tomodensitomètre Hôpital Mont Laurier,Centre intégré de santé et de services sociaux (CISSS) des Laurentides,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",2340085.18,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=de5e4448-5f71-472b-a883-44087b9bfa2d
ocds-ec9k95-1314357,"Sélection d'une firme de professionnels dans le domaine du génie routier - Surveillance des travaux de réfection de la route de la Baie-James (chaussée, ponceaux, ponts et glissières de sécurité) en 2020 et 2021",Société de développement de la Baie-James.,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",2250000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=592f26b6-00ef-4f70-850d-ae1644ccce30
ocds-ec9k95-1070513,PROD DE RETRAITEMENT (URDM) ET DÉSINF DE SURFACE,Centre d'acquisitions gouvernementales,3,"ABERRATION,AVENANTS_SERIE,DEPASSEMENT",2166802.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=398b0dc4-b387-4e25-bdd0-42f70b4b40cd
ocds-ec9k95-1423097,Entretien des équipements médicaux Philips.,Centre intégré universitaire de santé et de services sociaux de l'Estrie - Centre Hospitalier Universitaire de Sherbrooke - CHUS,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",1700207.5,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=1126dfcd-83fe-4d3e-86d9-a8100b49205a
ocds-ec9k95-1557503,Divers réaménagements intérieurs des serres ,Cégep régional de Lanaudière,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",1685000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=b4af64a9-f1c8-49d5-b9f4-c47e9285ec8d
ocds-ec9k95-1482456,"Aménagement paysager au 1701, rue Parthenais, Montréal (Québec) H2K 3S7",SQI-Direction immobilière Sud de Montréal,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",1630000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=64eab1ab-1730-4a9e-8347-3943a3247f76
ocds-ec9k95-1811514,Remplacement des unités de ventilation en cuisine Mont Laurier,Centre intégré de santé et de services sociaux (CISSS) des Laurentides,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",1577861.95,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=bd89ceef-c6ec-49ea-8923-226e989497ac
ocds-ec9k95-1649519,Entente de services professionnels avec un centre médical spécialisé (volet endoscopie),Santé Québec - Établissement CIUSSS de l’Est-de-l’Île-de-Montréal,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",1550000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=41b9b33a-3fec-4ef5-a6fe-54c4f4b4e0ac
ocds-ec9k95-1463914,106 - École Du Rocher - Travaux divers,Centre de services scolaire de l'Énergie,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",1538595.35,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=a54ec70b-411d-4ba6-aa53-ff3a6dfa186a
ocds-ec9k95-1624156,Évacuateur de fumée chirurgicale,Centre d'acquisitions gouvernementales,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",1488724.54,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=fe347bc9-4b8b-4571-bdbd-a481f74188b5
ocds-ec9k95-1763251,Service de soutien et conseils pour les produits Microsoft,"Ministère de l'Immigration, de la Francisation et de l'Intégration",3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",1463514.66,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=dc2bc471-1d73-4234-8dd8-e139776739b7
ocds-ec9k95-1595515,Installation de la stérilisation mobile à l'Hôpital Saint-Jérôme - Lot 3.4,Centre intégré de santé et de services sociaux (CISSS) des Laurentides,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",1443420.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=b6a028b8-0d8e-4424-aa3b-f7cdee896d46
ocds-ec9k95-1564428,"Entretien, réparation, installation et appel de services en électricité ",Centre de services scolaires de la Capitale,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",1443300.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=1a000a19-f0c4-47bb-b489-736ba307ea23
ocds-ec9k95-1499349,Lot 0502 - Métaux ouvrés et escaliers - Ajout d'espace au secondaire dans le secteur LaSalle,SQI - Gestion de projets,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",1417000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=8badba90-fa20-4af2-b007-45029eabbc27
ocds-ec9k95-1584945,"Aménagement de parloirs sécuritaires – Établissement de détention de Sherbrooke – 1055, rue Talbot, Sherbrooke (Québec) J1G 2P3",SQI-Direction immobilière de l'Estrie et de la Montérégie,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",1417000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=b20052e1-f49c-44be-a833-f6be81da6197
ocds-ec9k95-1292167,Entente de service de support et droit d'utilisation logiciel Eclinibase,CIUSSS du Centre-Sud-de-l'Île-de-Montréal,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",1365587.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=512a7818-13c7-44f2-8895-88127813b60d
ocds-ec9k95-1516371,"Mise aux normes des salles électriques au 201, Place Charles-Le Moyne, Longueuil (Québec) ",SQI-Direction immobilière Sud de Montréal,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",1314923.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=f6288381-25eb-4b9b-849b-18906b55c824
ocds-ec9k95-1398642,RÉAMÉNAGEMENT-HÔPITAL DE VERDUN POUR ADAPTER LES LOCAUX AUX CONTRAINTES DE LA PANDÉMIE COVID-19,CIUSSS du Centre-Sud-de-l'Île-de-Montréal,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",1309994.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=deaf603a-fc20-4e29-bf94-6c3a4880f7cd
ocds-ec9k95-1559450,Lot 401 - Protection incendie - Construction d'une nouvelle école secondaire dans le secteur de Drummondville / Saint-Nicéphore - Adresse à venir à Drummondville,SQI - Gestion de projets,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",1275000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=63fd004b-73a8-47ca-9344-33591ab52314
ocds-ec9k95-1476197,Rénovation mixte CH Donnacona (Unité SCPD),Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale 1,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",1242000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=26085190-42b5-40c9-bd0c-286e78720738
ocds-ec9k95-1542295,Mise aux normes des issues de secours et du système d'alarme incendie,Centre de services scolaire de Rouyn-Noranda,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",1214771.08,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=c83dfb06-0ce1-4d4e-8219-9590a2bc26fa
ocds-ec9k95-901243,Contenants pour cueillette et élimination des déchets bio-médicaux,Centre d'acquisitions gouvernementales,3,"ABERRATION,AVENANTS_SERIE,DEPASSEMENT",1186334.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=16acf86c-012b-40eb-b54b-1f56b2eb96a1
ocds-ec9k95-1845585,Ententente pariculiere RI-0263 SPN Archambault- 5 places,Centre intégré de santé et de services sociaux de Laval,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",1158625.67,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=529866e0-affa-436c-99df-81a4c7256dc1
ocds-ec9k95-1492920,55401-55438_Amng bassin retent chserv/tour et Rétention d'eau direction des immeubles 510 - Terrain à Montréal et 519 - Pavillon de la direction des immeubles,Université de Montréal - Direction des immeubles,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",1080000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=815b85d0-cd06-4bf8-bdf0-cc676c0e8733
ocds-ec9k95-1203926," Promenade Samuel-De Champlain – Phase III – Volet architecture, design urbain et architecture du paysage – Concept, plans et devis préliminaires et définitifs",Société québécoise des infrastructures,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",999416.84,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=871ca14e-4626-465f-b652-7a91e237a25b
ocds-ec9k95-1544398,Lot 407 – Télécommunications -  Maisons des aînés et maisons alternatives - Adresse à venir à Saint-Jean-sur-Richelieu,Société québécoise des infrastructures,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",982640.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=5f0cb96e-cdd0-44c8-a084-68d72a35c341
ocds-ec9k95-1618230,"Lot 504 – Métaux ouvrés architecturaux - Ajout d’espace secondaire dans le secteur de Laval - 55, boulevard du Souvenir, Laval (Québec)  H7N 4G1",SQI - Gestion de projets,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",977085.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=6b5ceb78-81fd-4c7f-90a1-1eed32153aa5
ocds-ec9k95-1244846,"Promenade Samuel-De Champlain – Phase III – Volet ingénierie – Concept, plans et devis préliminaires et définitifs",Société québécoise des infrastructures,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",942659.33,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=785ebcab-3eb7-4b5c-b45e-a44366c936f0
ocds-ec9k95-1283029,"8807-19-0011 - Reconstruction d'un ponceau, pose d'enrobés bitumineux et marquage à divers endroit sur la route 31370 (Mille-Isles)",Ministère des Transports et de la Mobilité durable (Direction de l'administration des appels d'offres publics),3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",930933.7,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=f891bcb0-cd53-4b89-a7a2-c4cdabb13382
ocds-ec9k95-1846588,Prêt pour l'exposition Titanic,Musée de la civilisation,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",900000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=4f5bfdf1-6678-426c-af24-09d2196f9704
ocds-ec9k95-1822137,Réfection du secrétariat et salon du personnel - Knowlton Academy,Commission Scolaire Eastern Townships,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",887000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=a3c2ece1-26e2-4d73-87ff-39c331ce0d41
ocds-ec9k95-1461380,Migration du système académique Itanium OpenVMS vers Linux,Université du Québec à Montréal,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",879900.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=484c02c2-9756-45e1-8913-4235be095c0e
ocds-ec9k95-1553038,"Fourniture et installation des métaux ouvrés, des escaliers métalliques et divers éléments structuraux en acier visant le projet des Maisons des aînés et maisons alternatives à Saint-Jean-sur-Richelieu",Société québécoise des infrastructures,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",860000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=1345d30c-a805-4992-b092-35393b610b7c
ocds-ec9k95-1263941,Mise à niveau des systèmes de ventilation,Centre de services scolaire des Sommets,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",859298.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=67a07b39-fcd2-4064-8d5a-258c5be759ca
ocds-ec9k95-1393915,"Lot 201.1 – Protection incendie - Agrandissement et rénovation au 750, rue Saint-Joseph, Roberval (Québec)  G1K 3C3",Société québécoise des infrastructures,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",825500.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=02cc9cd1-0765-4e51-89a3-0daa172d44f2
ocds-ec9k95-1474708,Ajout d’un monte-personne et réfection des toilettes et de la fosse septique au Centre St-Laurent situé à Sainte-Marie-de-Blandford,Centre de services scolaire de la Riveraine,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",814000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=047028eb-73cb-4a7d-93cf-53f9b50a4533
ocds-ec9k95-1705246,"Rénovations intérieures : Annexe  P - 2020 rue Mackay, Annexe T - 2030 rue Mackay, Annexe Q - 2010 rue Mackay, Montréal",Universite Concordia - Facilities management,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",811000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=fd724d51-a982-4cc3-9262-a1469026483f
ocds-ec9k95-1760953,Modernisation des ascenseurs phase 1 et phase 2,Universite Concordia - Facilities management,3,"AVENANTS_SERIE,DEPASSEMENT,GRE_A_GRE",789450.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=135413bb-e203-4d77-8a31-b04500f5c50c
ocds-ec9k95-1713657,"École Sherbrooke Sr-Réfection du pavage cour et débarcadère, réfection trottoirs, drainage et remp. entrée d'eau ",La Commission scolaire Lester-B.-Pearson,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",778340.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=6601c820-2d4e-4101-b4ff-fda57b665117
ocds-ec9k95-1497657,Travaux de réfection intérieurs au CHSLD de Ste-Claire,CISSS de Chaudière-Appalaches,3,"AVENANTS_SERIE,DEPASSEMENT,SOUM_UNIQUE",775000.0,https://seao.gouv.qc.ca/avis-resultat-recherche/consulter?ItemId=a1bfd209-aad9-4a49-9bcc-ea542fbfb915
